,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
BCL2L11,0.048297502,-0.4292844,0.033194657,-0.093560554,0.26369652,-0.4363858,-0.07540926,-0.15292783,0.031501338,-0.028271422,0.2774364,0.76837844,-0.431282,0.42824295,-0.39930996,0.41669142,0.55911785,-0.071980774,0.41825423,0.68819463,-0.6896513,1.12601,-0.03350729,-0.2739838,0.123025805,-0.44293946,0.10439645,0.12617108,0.9671475,0.25238413,0.25391465,-0.46654168,0.18042225,0.07484065,0.7241346,0.23900962,0.8134157,0.16416067,-0.21273154,0.043208428,-0.21596159,0.8245729,0.08301596,-0.5226901,0.5024153,0.27263817,0.20174542,-0.3024433,-0.30480635,-0.25846595,0.18011817,1.1651626,0.072408766,0.65441686,0.0104355095,0.2504764,0.08491055,-0.19737336,-0.83405554,-1.8840878,0.23510768,-0.23970234,-0.20691709,0.083985284
BCL2L11_Deletion Polymorphism,-1.0426226,-0.07562987,0.1314156,-0.49506146,0.17308512,-0.030565955,-0.15858345,0.0093184505,0.6424352,-0.42256638,-0.0434672,0.22888426,-0.08049886,0.36522245,-0.34651333,0.22184943,-0.6103014,-0.0126421945,0.19204059,0.11705369,-0.35417637,0.18095246,-0.072462,-0.43242806,1.2007619,-0.09775712,-0.36111847,-0.49587956,0.46316293,0.8877552,-0.7624733,0.09153375,0.05933782,-0.4470388,-0.1613116,0.35503602,-0.32979992,-0.6717917,0.6578001,-0.37371835,-0.24934891,0.2738635,-0.6866367,-0.7421303,-0.29856107,-0.2914971,-0.12445723,-0.16050978,1.7512547,-1.7035079,0.8828568,-0.01817113,-0.37528822,0.08274716,-0.086509615,0.40956277,0.47639456,0.44041586,-0.13813186,0.18881695,-0.11928351,-0.3170334,-0.98596096,0.5093467
ALK_I1171,-0.2401723,0.12466352,-0.65366673,0.38926175,0.44664523,-0.37247255,-0.113991685,-1.0526547,0.15280351,0.7422943,0.76458204,0.13463253,0.32869813,0.27341467,-0.26214594,-0.0489916,1.2796657,0.16237593,0.19766472,0.5732341,0.32568076,0.52226573,1.2058024,0.4160096,0.7928666,-0.5841729,-0.103447996,0.30447826,-0.17916954,2.587698,0.40775666,-0.2722317,-0.032736633,-0.1261374,0.048296914,0.28168237,-0.22277135,0.1105315,0.014786522,0.581875,-0.46247172,0.024740124,-0.09075123,0.16738227,0.6075068,-0.73978114,-0.007440549,-0.19156073,-0.069359854,0.696009,0.013713629,-0.18894742,0.21452603,0.62035066,0.10385475,0.11694592,0.083589494,-0.5992756,0.45888215,-0.4401544,0.60919565,0.06494741,0.35374117,0.60013896
EML4::ALK_Fusion AND ALK V1180L,0.022476073,-0.14005786,-0.051166385,0.0492594,0.29822075,-0.22104836,-0.44751877,0.1390375,-0.05224112,-0.2822634,0.018549874,0.030644631,0.013120007,-0.7253883,-0.61570096,0.011164623,-0.5471317,0.13869195,-0.039185297,-0.42531103,0.2607719,-0.030864598,-0.2505679,0.025584355,-0.047223985,0.19849277,0.18068536,-0.5233716,0.1398059,0.026548747,0.24181692,-0.0641174,-0.041613095,-0.10477065,-0.20185594,-0.3143293,-0.33024973,0.39807037,-1.291107,0.3443895,-0.25564745,0.0039317585,0.25331542,0.15617779,0.22819337,0.7671711,-0.405402,-0.19246022,-0.12029966,-0.614811,-0.028031182,0.94272566,-0.044836037,0.59253454,0.28694656,-0.6851765,1.422574,-0.11479891,0.03499982,0.18060063,0.11310167,-0.046585787,-0.38140807,-0.034619264
EML4::ALK_Fusion AND ALK F1245C,-0.18811215,0.96185046,0.7860645,-0.002599666,0.022763612,0.08574439,0.0865745,0.16048677,0.0491832,-0.53989154,-0.33137333,0.70894784,-0.0047448864,0.16899069,-0.41462007,-0.05356481,0.073588625,0.045544155,-0.1373957,-0.27148968,0.059270896,1.0258756,0.20703518,-0.2727425,0.013639728,-0.14581178,1.0542374,0.10587246,0.80504596,-0.13804083,-0.3818251,-0.075989634,-0.8195661,0.4921891,-0.26857406,-0.3656992,-0.004952427,-0.098533824,-0.24559568,-0.26278436,-0.49267042,-0.1078112,0.057768155,-0.20071611,0.10488194,-0.40313676,-0.16642767,-0.15287918,-0.31954125,-0.15294495,-0.5141467,-0.26132312,-0.20206158,0.43630502,0.8522328,-0.29563218,-1.1739942,-0.5652106,0.1853983,-0.14857583,-1.0534518,0.018865451,-0.11410364,0.1465686
ALK_G1269A AND v:: Fusion,0.04168198,0.19715865,-0.0037296708,0.97447795,-0.47755823,-2.4881918,-0.025968267,-0.3423367,0.5593345,-0.16009295,0.5698205,0.24633415,-0.16049848,0.57795864,-0.050807167,0.10097268,-0.25001958,-0.8595326,0.2531053,0.01584123,0.54029053,-0.3773249,-0.046777975,0.045572486,-0.12005872,0.21448347,-0.5727813,0.3833435,0.05894319,0.005044317,0.20957382,-0.29171813,-0.18967126,-0.14198363,0.04558711,0.0027722106,0.014771069,-0.19849043,0.40435666,-0.25277403,0.40856624,-0.022447301,-1.0888237,0.06616601,-0.026797581,0.4599483,0.62729055,-0.6387371,0.0138207385,0.5830848,0.07525936,-0.19395687,0.124774724,-0.35694116,-1.1809562,0.117233306,-0.17269382,0.5319088,-1.2698032,-0.5878788,-0.17553712,-0.4124369,-0.19417693,0.0059673814
Tanespimycin,0.064705655,-0.8522601,0.5511247,0.3218272,0.26244822,-0.06345969,-0.046447773,-0.018824564,-0.16026022,-0.873086,1.0728657,1.9941069,-1.1064554,0.24264829,-0.6176132,-0.73057264,0.7360886,-1.1807711,-0.2955751,0.7965212,0.34603873,0.73831415,0.55085343,1.3376876,-0.25857157,-0.05983979,-0.5555899,0.34473196,0.5315287,0.12470782,0.18206127,-1.053016,0.34046158,-0.6023238,-0.759934,-0.64273244,-0.26147524,-0.5411301,-0.08956453,-0.29891285,0.040001735,0.70571333,-1.2325479,-0.6915141,0.474103,-0.4370941,0.47850683,0.05910682,0.07903565,0.39391607,1.1812737,-0.3895123,-0.6126498,-0.15273859,0.00846342,0.4439004,0.1244749,0.43974596,-0.83647203,-0.006020291,-0.5611528,-0.23284473,0.1579065,-0.019833356
ALK_G1202R AND v:: Fusion,-0.16270663,-0.10588881,-0.48039335,-0.01284807,-0.39081883,0.006485725,-0.0737013,0.7414463,0.15031512,0.10142561,0.00045493,0.15518129,-0.10871679,-0.05710023,-0.5888994,-0.1836593,-0.6440641,-0.035056364,-0.019869601,0.38010484,-0.06505266,-0.29430488,-0.24803352,0.38538703,0.55188525,0.13539696,-0.27821848,0.1941069,0.69082254,-0.036706723,-0.34468633,-0.25778806,-0.13171527,-0.106047414,0.07324526,0.84286726,0.36845726,0.42665166,0.060199454,0.5134138,0.028686736,0.085163966,0.017813787,0.22229846,0.051281355,-0.014513629,0.04708149,0.08589921,0.05921114,0.609564,-0.09731942,1.0330044,-0.4705631,0.2039652,0.3261265,0.5840031,-0.9044718,-0.806803,0.0096316505,-0.1662131,1.1571871,0.24890788,0.6340859,0.09847978
EGFR_S768I,0.048153054,0.5295733,-0.75235105,0.6258874,0.18941896,-0.07309773,-0.32001624,-0.10002602,-0.41565016,0.032059237,0.16437209,-0.1448619,0.024283929,-0.099539995,-0.23918584,0.028841166,0.003198108,0.2458447,-0.4184049,-1.0260925,-0.044078875,0.03162133,0.1648258,-0.4058552,-0.49034947,0.5443467,-0.5057843,-0.21450141,0.33528423,0.020255413,0.92186356,0.106077366,0.40391296,0.8479086,0.11487298,-0.15488662,-0.3416663,-0.19231081,-0.46100157,-0.7842456,0.30974805,-0.3150431,0.20018153,-0.09180804,-0.5849268,-0.7881926,0.3991228,1.3399067,-0.081228904,-0.28357834,-0.58196414,0.3675829,-0.027872631,0.19048718,-0.08425672,0.38273522,-0.17266694,0.06565741,-0.14578094,-0.22909975,-0.1580413,1.3910892,0.056171805,0.13042451
EGFR_T790M AND  Exon 19 Deletion AND  C797S,-0.1948236,0.27304578,-0.18693954,-0.03757209,-0.24991196,-0.289833,0.19558212,0.47858474,0.11657103,-0.014978224,-0.28956148,0.7563347,0.2227085,0.66094625,-0.0067260005,-0.870545,0.2492163,-0.14067107,-0.22051486,-0.20593962,0.3472663,-0.041027255,-0.3116273,-0.63959664,-0.7775998,0.097427696,0.47355247,-0.0465273,0.07021827,-0.21144305,-0.7383602,0.07764946,-0.028049521,-0.22750401,0.28590253,-0.24073745,0.29036707,-0.06869378,-0.2182381,-0.22806598,0.3199833,-0.1638709,0.11762289,-0.22061713,-0.5337242,0.438079,-0.026017446,-0.4560373,0.2303371,0.097007826,0.6693439,0.008050404,0.0017703157,-0.42152497,0.1535478,-0.41343975,-0.074692614,0.049816776,0.1561431,-0.16441423,-0.056549624,0.08329249,-0.04383166,0.60261416
EGFR_T790M AND  Exon 19 Deletion,0.4380171,-0.074304655,1.1469151,-0.048452325,-0.19149889,-0.31292793,0.05201392,-0.2976309,0.23071332,0.17252858,-0.24263747,0.14466421,-0.034455106,-0.14816433,-0.103587106,0.4386345,-0.23464157,0.01890945,0.16087738,0.20237444,0.28770152,0.005927017,-0.09046161,-0.15729219,-0.119498156,0.28616524,0.31115457,0.6879793,0.13872036,0.11752618,0.32750458,-0.0389081,-1.2421849,-0.24215274,-0.12952983,0.87231946,-0.23046793,-0.1936782,-0.028154312,0.3519614,0.07953842,0.1321496,0.12116543,-0.21474515,0.4742834,-0.15851021,0.2884287,-0.32311836,-1.039761,-0.30635566,-0.45695496,-0.15522735,0.17884938,-0.049547017,0.0068443413,0.107615106,0.37078804,-0.6684088,-0.8107426,-0.21855703,0.30364022,0.4503094,-0.4321922,1.2556696
RICTOR,-0.058544308,0.0012775618,-0.54131526,-0.072137535,0.06595256,-0.5968176,-0.95895886,-0.33553672,0.35020134,0.4729442,-0.4247927,0.42935058,0.32257453,-0.48944426,-0.09178196,-0.49946386,-0.20075512,0.13153327,-0.09405558,-0.11280177,-0.48055464,-0.057588823,0.02255323,-0.023475694,-0.7720324,-0.21335073,0.20974387,-0.08231332,0.13126117,-0.46958154,-1.1446702,-1.9022845,-0.08724291,-0.27781162,0.5936287,-0.13676322,-0.8483332,-0.8041269,-0.024536857,0.24126199,0.17929941,0.92066854,-0.14590475,0.16413471,0.32635438,0.3048921,-0.39315674,-0.07465749,-0.21915829,-0.43413273,0.20026776,-0.364256,-0.37164822,0.041060813,-0.06908428,0.21554498,1.3041685,0.1783129,-0.1000556,-1.1918076,-0.35744232,0.5544792,-0.36319873,0.3202106
RICTOR_Amplification,0.09362857,0.20169277,0.36150056,0.3372613,0.38510397,-0.64330953,0.9457496,-0.4510955,0.22406769,0.29199535,-0.55494136,0.38145185,0.07808575,0.42480302,0.2610663,-0.24258862,-0.22937898,0.59317267,-0.15357661,-1.1261209,-0.035841804,1.5005546,-0.39298275,-1.7413785,-0.31938162,0.037194405,-0.43948734,-0.23778252,0.24021032,0.32957914,-0.22612326,-0.10070276,0.3763785,0.03811058,0.52438796,0.2071258,0.18955791,-0.07006045,-0.13715145,0.33033314,0.564282,-0.09029586,0.6072752,0.30675948,0.3310246,-0.4453446,-1.0964303,-0.009673703,0.85012245,0.77659506,0.07320778,0.333154,0.42093214,-0.27024308,-0.53075796,-0.7317092,0.7290268,0.15178917,-0.3188337,-0.16596203,0.31591636,-0.5871542,0.32536653,-0.80149996
Sapanisertib,1.54038,0.1413936,0.05719964,1.4728024,0.037509564,-1.2343094,-0.50532526,0.09089562,-0.14061327,-0.3560746,-0.4347605,0.14660926,0.5377078,-0.1429156,1.798625,0.14816464,0.9676751,0.12617038,-0.27651882,0.8403778,0.18983454,0.2977967,-0.01995118,-0.14355013,0.5610626,0.111238085,-0.16944891,0.14847666,1.1946065,0.47090617,-0.40556645,-0.28295627,0.3965428,-1.1430796,-0.124406576,0.0936149,0.13871226,0.4057148,0.17301206,0.5731954,-0.07418427,-0.15914172,-0.032852937,0.4266775,-0.19766237,-0.8106871,-0.26531282,-1.2287465,-0.04462266,-0.6464183,-0.5431155,-0.04553203,-0.41982526,0.13665381,0.77570575,0.36012632,-0.8837568,-0.32996887,0.35722047,0.31494817,-0.115004644,-0.56746715,1.1166553,-0.12127407
Onatasertib,-0.43771583,0.062353186,-0.0817744,-0.11138345,0.20042665,-0.40594763,0.18160057,0.47987485,-0.07879032,0.3398131,-0.048119437,-0.055747416,0.40853456,-0.5113111,-0.4801941,0.18186246,-0.5697496,0.07748615,0.008064962,0.38167176,-0.6047876,0.43149477,-0.31626502,0.15461576,0.14015445,-0.11887321,-0.8011497,-0.3145346,0.03643686,-0.19794686,-0.37697726,0.09011244,0.38898754,-0.016703412,-0.49579594,-0.18478471,-1.1911668,0.32110378,-0.047755618,0.053916942,-0.095642164,-0.37679064,-0.063418485,-1.1869583,0.72416526,0.73395,-0.24525696,0.2098704,0.036089897,0.47989398,-0.48165113,-0.45246863,-0.082290195,0.05494243,-0.10145101,-0.14317918,0.2702719,-0.22031729,-0.072036155,-0.41040868,0.031383697,0.3491473,0.07093778,-0.56491816
PIK3CA_H1047R,-0.11058577,-0.1651597,0.16211468,0.24035129,-0.42938688,-0.39622474,-0.3967389,-0.24887384,-0.12292556,-1.1460173,-0.55898684,-0.22091325,-0.053456075,0.033006437,0.49629924,0.0793948,0.22451833,0.18761723,-0.058977418,-0.33289963,-0.25553373,0.65684855,-0.0376049,-0.5180799,-0.24011353,0.09117117,-0.4892234,0.37751165,-0.09357123,1.001071,-0.17450683,0.3588471,0.4296584,0.079777196,0.080564134,0.17323664,-0.6422577,-0.21299277,-0.12337776,-0.009625211,0.24640065,-0.76984346,0.2511725,0.8174102,0.040215615,-0.13707674,-0.32682946,-0.19020317,0.26379153,-0.31644,-0.05397666,-0.42391822,0.6995069,0.1905684,0.21685565,-0.2531429,0.18229908,0.15194064,0.3511884,-0.25606865,-0.20844169,0.19396868,-0.030832395,-0.20501818
ALK_I1171N AND HIP1:: Fusion,-0.26073083,-0.9355243,0.26812786,1.0816737,0.0048296247,-0.34950098,-0.08851057,-0.14283991,0.25223678,0.20428318,-0.46089774,0.19391206,0.63836616,1.2142769,-0.57777405,1.6387935,0.11344083,0.26983893,-0.45669615,-0.2854474,-0.6497393,-0.34418094,-0.102536365,0.4246549,0.20327637,-1.8799039,0.55104893,-0.17985165,0.056292772,0.61730266,0.28967443,0.23970725,-0.47596562,0.23187104,0.30843624,0.15067291,0.24135835,0.23174345,-0.39389685,-0.046515226,0.49130252,-0.15774098,1.0497868,0.10538521,-0.42497388,-0.59575737,-0.07045793,0.55190444,-0.022199294,-0.43480742,-0.074151576,-0.44679767,0.39300117,0.49595666,0.47009033,0.22588997,0.33697787,-0.18805481,1.2398199,-0.96232074,0.92916757,0.46841675,-0.14103046,0.08663235
EML4::ALK_Fusion AND ALK I1171S,1.0031279,0.04977964,-0.48603773,0.92755026,0.3830364,-0.09047794,0.79306895,0.43296158,-0.6154337,0.4481142,-0.57371277,-0.011268583,0.16267143,0.2562189,-0.59663576,-0.33868286,-0.61032456,1.012833,-0.13781554,-0.2286957,0.4517807,1.2251526,0.03842919,-0.6124111,0.04366901,0.51359475,-1.3215008,0.30164322,1.1989957,-0.17612413,0.98170036,-0.11339475,-0.28583357,-0.91991466,1.1101044,-0.8166925,-0.18070924,-0.36253646,0.02290601,0.10607238,-0.54813194,-0.61219305,-0.9653962,-0.2451092,-0.7705073,0.370351,0.49752384,-0.63671625,-0.3726175,-0.84039974,0.19423705,-0.037805554,-0.51223284,-0.62715214,-0.44874647,0.011689641,-0.44987974,0.10271822,0.6737691,0.27186096,0.15489495,0.3870794,0.20927474,-1.3938886
BRAF,0.38736495,-0.1469867,-0.93112445,0.3186747,0.7612155,-0.054978456,0.15371047,0.11622343,-0.17234741,0.21469204,-0.024392135,-0.076054096,-0.56974417,0.16480738,-0.08175955,0.000844453,0.54190314,-0.07129324,-0.21531689,0.323256,0.717633,-0.4020093,0.12135435,0.21566153,0.0938053,0.48981816,-0.09276462,0.48455882,0.47534317,-0.098275304,0.109344766,0.021014517,0.18693058,0.2697605,-0.22070579,0.17458034,0.04006519,-0.5904626,-0.2729996,-0.016087187,-1.6104976,0.5492118,0.62075555,0.121986255,0.0040759235,-0.5371836,-0.31452915,0.022918617,-0.061068203,-0.045715272,0.14324644,-0.0019914745,0.026554685,-0.38750267,0.36979935,-0.16571514,0.090192996,0.6564739,-0.29027587,-0.021969441,0.07977003,-0.20400424,0.5609342,0.043366406
BRAF_V600,-0.31436422,-0.2954616,0.09480654,-1.2369969,0.20908357,0.060727235,-0.2585711,1.4696438,-0.35127318,0.09709644,0.7732229,0.066004,0.8525441,-0.10243507,0.05216089,0.13323374,-1.1617222,0.09985482,0.12529291,0.06719793,-1.2582864,-0.70061535,-0.4252203,-0.68349826,0.02187996,-0.014772887,-1.1620821,0.34032753,0.41066912,-0.21101607,-0.6779337,0.3924143,0.29190424,0.121364266,1.0728945,0.25273597,-0.42441067,-0.07898529,0.48191532,0.096724726,-0.49754316,-0.65990657,-0.21938942,0.379744,-1.6524894,-0.5348021,0.50908744,-0.20038413,0.7683778,-0.45041153,0.40546823,-0.6257874,-0.8390498,0.4821088,0.78234017,0.13844292,0.20706832,-1.017512,-0.0791084,-0.27683762,0.071594186,-0.23218733,-0.30097494,-2.028396
Vemurafenib,-0.5764105,-0.49622357,0.7763809,-0.76220554,-0.026156409,-0.55872446,-0.07504811,-0.61287826,-0.39860222,1.2625934,-0.7186076,-0.5129309,-0.3869901,0.3420014,0.29762918,-0.34070045,0.02729044,0.64503485,-0.28338966,-0.13103147,0.47249806,-0.8598486,0.4902513,-0.24654002,-2.2338984,-0.28845906,-0.06608461,0.12900801,0.39692217,0.25535095,0.68645054,0.049151275,1.1244508,0.14005324,-1.1465849,-0.27199483,-0.17892203,-0.7806032,0.11062388,0.33073202,-0.11023396,0.111062765,0.5448595,-0.2730122,0.032798514,0.4987499,0.34883857,0.7763179,0.2083884,-0.080609135,0.76801425,0.17635989,-1.0430613,-0.47437426,-0.0039430973,1.1204947,-0.24180862,-0.81411177,-0.24689859,0.44433358,0.16281252,-0.44217867,-0.29941475,0.14639415
CCDC6::RET,-0.0039194576,0.031828716,1.0383785,0.39924318,1.2030768,1.8042625,-0.20969881,0.11299667,0.613629,-0.12942216,-0.26785824,0.0051032715,-0.15812899,0.014998248,-0.15896255,-0.0018292747,0.5614358,-0.32309237,0.17175382,0.24058717,0.10776553,0.5279574,-0.17430183,-0.5401528,-0.13811474,0.050570782,-0.3117691,-0.49620345,-0.17391075,0.46868,0.45035484,-0.070776634,0.3854617,-0.0022377702,0.10886967,0.42373127,0.57666373,0.06306615,0.22983472,-0.09096064,-0.32135415,-0.15959208,-0.2272352,-0.14676183,-0.56677526,1.5700792,-0.9774742,-0.13560955,0.8935186,-0.44004634,0.20795298,0.17991526,0.30244184,-0.51596767,-0.19517477,0.2020401,0.054408483,-0.46236333,-0.10529079,-0.66248214,0.2699681,-0.03574096,0.082795076,0.0885482
CCDC6::RET_Fusion,0.0076504443,0.016670678,0.38624382,0.37295192,-1.1400827,0.299645,-0.25400317,0.08704356,0.16640913,-0.25187886,0.064786546,-0.0087487595,-0.1630282,-0.53378034,0.018949684,-0.15405777,-0.1971429,-0.4960996,1.2700677,-0.23309922,-0.10118649,-1.5771493,-0.2599762,-0.44546804,-0.14138931,-0.5228718,0.13973844,-1.660017,-0.04317096,-0.1295155,0.23457566,0.4881704,0.05241427,0.17701072,-0.15151261,0.21444303,-0.87482375,0.54382867,-0.5101079,-0.7017243,-0.52671427,-0.047558736,-0.22182173,-0.4816649,0.4813484,0.1676145,0.38396844,0.3671465,0.37352952,-0.065263785,-0.399085,-0.6961103,-0.9627655,0.16626024,-0.17688315,-0.11333678,-0.40195078,-0.049790673,0.12259637,-0.83709556,0.21446672,0.54388267,-0.053890128,-0.019449746
Nintedanib,0.12773624,-0.06571798,-0.447934,0.41164833,0.08972917,0.25870866,0.034799762,-0.50246227,0.017455215,-0.52166504,-0.43541774,-1.305367,-0.876811,0.25224292,-0.42896622,1.3696125,1.0122621,0.21314485,0.3760423,-0.43265823,0.058607355,-0.10559335,0.55075467,0.8662839,0.39881325,-0.35353312,0.032648038,-0.42062262,-0.14328067,-0.7492109,-0.7297928,-0.27175564,-0.57478803,-0.27027565,0.22687101,0.18130225,0.024244169,-0.3544122,1.3190647,-0.11221014,-0.46238056,-0.5654091,-0.239271,0.0945992,1.0998926,0.7389335,0.5887957,1.473984,0.9231692,0.6073112,-0.2991216,0.3016185,-1.1179233,0.5321527,-0.8525492,0.6226977,0.27996343,-0.2927009,-0.0125477,0.031451456,-0.39756444,-0.72227526,0.1798825,-0.895914
Everolimus,0.09553819,0.018453332,0.14573109,0.55081815,-0.48323008,0.13415036,0.058836296,-0.18941113,0.8603685,0.39931223,-0.27623737,-1.2338902,-0.21228752,0.44714484,0.5602453,0.09928986,0.6989688,0.15741728,-0.040576912,0.105384566,-0.8953917,0.0997199,0.33149964,-0.13652459,0.15055342,0.18521608,2.4043896,0.42651564,0.37721583,0.4741895,-0.13963966,0.9160017,0.6505937,-0.892647,1.0343603,0.21362725,0.2349095,-0.56396544,-0.124716975,-0.39698967,0.1755637,0.87230855,-0.33810323,1.3291906,-0.0119038895,0.6996215,0.039810367,-0.50756323,-0.8200874,-0.5043574,0.7036129,0.2539658,-0.4856984,0.3557722,0.04236663,0.23824327,-0.55991596,-0.093144655,0.33650216,0.4498545,0.3450929,0.15195715,0.4854959,-0.2907275
AKT2,-0.045464776,-0.21562032,0.16268378,-0.2730696,-0.34747964,0.78948504,0.36330324,-0.21865787,-0.21971773,0.18834738,0.047910064,-0.30480054,0.67847955,0.15003908,-1.758691,-0.5283846,0.19718957,0.43397483,-0.25497574,0.08004857,0.029865205,0.23125303,-0.18244877,0.29919666,0.3276451,-0.44749442,0.1864249,-0.2985758,0.42396972,-0.014300108,-0.0023514046,-0.17804156,0.04772768,-0.31407493,-0.20815977,1.6618023,0.07417367,0.1065572,-0.044201292,-0.034967557,0.12700368,0.39674735,-1.0016698,0.30085605,-0.25332457,-0.16416453,0.31039223,0.091769785,-0.32354218,0.21330117,-0.011790555,0.1198368,0.038405176,-0.11269941,0.27616578,0.09426795,0.43945503,0.4126445,-0.41782257,0.40703547,0.028005222,-0.3197764,-0.50142485,0.10477287
AKT2_Amplification,0.2232433,-0.10852744,0.10896603,0.29602236,-0.64875484,-0.27571678,0.0242494,0.22330995,0.6175682,-0.15815483,0.81062114,-0.38837776,-0.1502593,-0.28201187,0.23939659,-0.1190291,0.0071204784,0.21872884,0.15373905,-0.88403714,-0.17316589,-0.16613403,-0.25992465,0.44765732,1.3667028,-0.5475521,-0.037315145,-0.17755109,0.24495615,0.86869556,-0.063587904,-0.20660071,-0.45437077,-0.061554044,0.008667675,0.14387365,-0.19714138,-0.4473214,0.26010838,0.30608225,-0.22292595,0.086134695,0.82616705,-0.054466415,0.5151104,0.5487219,0.5270543,0.36161223,0.50242746,-0.2961948,-0.0828693,-0.42480814,0.0066534122,0.5390351,0.10080423,0.5136281,-1.8117352,0.2042831,0.060276818,1.0200541,-0.08862492,1.2825835,-0.1924308,-0.025640214
MET_D1228N,-1.0362605,0.020590916,0.06741164,-0.23647292,0.11044088,-0.2862785,-0.5373981,0.13054992,0.39389738,0.10712698,0.5066838,-0.55000216,0.270487,-0.21007775,-0.16812252,0.8667358,-1.4253962,0.13141094,0.7569132,0.4826199,-0.115387686,0.3097276,0.5971894,-0.035001602,-0.45777598,-0.19618236,-0.6794993,-0.12256312,0.97699106,0.28338814,0.34384474,0.15902247,0.2294987,-0.059752956,0.23588227,0.71784127,0.85003793,-0.11997409,0.038658973,-0.2653719,-0.19921191,0.3275533,0.3624725,-0.13022569,-0.11745132,-0.13608092,-0.51020676,-0.8666676,0.19759488,0.01689283,0.15655601,0.048377536,-0.6505845,-0.85337025,0.18061946,0.24025191,0.16319513,0.055266086,-0.34924927,0.16023232,-0.020704903,-0.50993514,1.1412436,0.22928403
SDC4::ROS1,-0.2678517,0.41104278,0.20111383,0.71929365,-0.5675842,1.0701727,-0.078930214,0.25328258,0.13036256,0.37662372,0.108280115,0.31880254,1.087436,0.11483454,-1.0628473,0.23760062,0.3316716,0.43337506,0.30620027,-0.11665789,-0.57200503,-0.32472774,-0.15160376,-0.48531553,0.83862096,0.07383794,-0.17633389,0.19426906,-0.09757982,-0.12643723,-0.009056194,0.64326334,-0.35672334,-0.07516142,-1.0951705,-0.025032984,-0.6265925,-0.23316206,-1.2978795,-0.14767909,-0.7686845,0.17260695,-0.29886305,0.2527603,-0.20496759,-1.2228918,-0.22406802,1.2353303,0.29333627,-0.6875269,-0.25733927,-0.43267122,0.09083223,-0.4861172,-0.70914036,0.14718834,0.3124509,0.3946333,-0.61798555,0.023974681,-1.3239386,0.07230438,1.5524447,0.5360502
SDC4::ROS1_Fusion,-0.8928019,0.21468952,-0.07815192,0.7249836,-0.6205344,-0.91425645,-0.17208165,-0.1614714,-0.10278563,-0.07186484,0.037011728,0.6152099,0.6268718,0.44384986,0.2227907,0.9758755,-0.14915289,-0.3228167,0.08346845,0.04345397,0.62514794,-0.050979674,-0.009107874,0.34111437,-0.9646425,0.23134412,0.35560957,0.8172852,-0.13164145,-0.32441768,-0.087777905,0.06191554,-0.49053815,-0.1932967,0.11590591,-0.2534964,0.03738143,-0.3456439,-0.12901416,-0.18389705,-0.37880558,0.09782885,0.64542645,-1.1182411,-0.5580012,0.30449334,-1.6321689,0.3640095,0.04845067,0.33685625,-0.18745777,-0.06573834,-0.05903069,1.8566846,-0.1363377,0.2054503,-0.6547852,1.582666,-0.16580445,-0.35363734,0.96990484,0.507246,0.3216452,-0.7829923
EGFR_Mutation,-0.26726824,0.05517232,0.08965027,-1.0670841,0.16731615,-0.5900675,1.438492,0.09235665,-0.008435271,-0.40739137,0.0054078824,0.24872698,0.41780043,0.26308155,0.59181005,0.019103626,0.31845406,-0.31476802,1.5132015,-0.42151165,0.56351995,-0.9925691,0.62314373,-0.53754586,-1.0420442,-0.19839923,0.8844377,-0.43898433,0.24003035,-0.013463961,0.13416478,0.19302459,0.6147913,-0.4789047,0.2386086,0.31283504,-0.092601106,-0.41901803,-0.45581993,0.71869415,-0.14449686,-1.5794748,-0.15756935,0.5853344,0.29556715,0.42451823,-0.7277737,-0.221868,-0.44063464,-0.3140654,-0.10244411,-0.0019692928,-0.8318586,0.5509285,0.10868579,0.25737566,-0.3467413,0.13652578,1.1260912,-0.5110696,-0.39108962,-0.2404451,-0.18274677,1.4177046
BRAF_G596C,0.06399673,0.6852546,-0.092002325,0.025709886,0.12808672,0.24663986,0.5393549,-1.026129,0.10141956,-0.19481516,-0.246306,-0.08574605,0.16999175,-0.07422298,-0.09497608,0.47268587,-0.11329108,-0.65654856,-0.41935745,-0.40939364,-0.71046203,-0.122526385,-0.024414016,-0.13601516,0.25222367,0.0076905233,-0.09570004,0.31238577,-0.0074416474,0.029428141,0.25873783,0.14669636,0.09019906,0.00041705335,0.41062382,-0.28516388,0.5471434,0.38807273,-0.11938404,-0.24316983,0.0645978,2.1037164,-0.06994089,0.3699952,-0.074466005,-0.008244234,-0.20500632,0.12327206,-0.33357844,-0.44126227,-0.31809127,0.15612926,-0.40317413,-0.32532337,-0.06841055,-0.39373377,0.6676005,0.15981248,-0.19713618,0.21099016,0.36573866,-1.1450454,-0.70509976,0.1744733
